"","Label","Pyruvate","Alanine.Sacrosine","Lactate","X2.Oxobutanoate","Acetoacetate","X3.Hydroxybutyric.acid","Serine","Glycerate","Uracil","Proline","Maleic.acid","Fumarate","X2.Keto.isovalerate","Acetyl.glycine","Valine.5.Aminopentanoic.acid","Succinate.Methylmalonic.acid","Threonine.Homoserine","Cysteine","Nicotinate","Taurine","Pyroglutamic.acid","Pipecolic.Acid","Citraconic.acid","Ketoleucine","Hydroxyproline.Aminolevulinate","N.Acetyl.L.alanine","Leucine.Isoleucine","Asparagine","Hydroxyisocaproic.acid","Ornithine","Malate","Homocysteine.Methylcysteine","Anthranilate","Acetylphosphate","Alpha.ketoglutarate","Glutamine","Lysine","X2.Oxo.4.methylthiobutanoate","Methionine","Ribose","X3.Methylphenylacetic.acid","Xanthine","Hydroxyphenylacetic.acid","X2.3.Dihydroxybenzoic.acid","Histidine","X2.Aminooctanoic.acid","Indole.3.carboxylic.acid","Phenylpyruvate","Phenylalanine","Phenyllactic.acid","Quinolinate","Phosphoenolpyruvate","Uric.acid","Dihydroxy.acetone.phosphate","Glyceraldehdye.3.phosphate","sn.Glycerol.3.phosphate","Aconitate","N.Acetyl.L.ornithine","Arginine","Acetyl.aspartate","Citrulline","Ascorbic.acid","N.Carbamoyl.L.aspartate","Allantoate","X2.Isopropylmalic.acid","Glucono._.lactone","Hydroxyphenylpyruvate","Glucose","X4.Pyridoxic.acid","X3.Phospho.serine","X3.Phosphoglycerate","N.Acetyl.glutamine","Acetyllysine","Kynurenic.acid","N.Acetyl.glutamate","Citrate.isocitrate","X2.Keto.D.gluconate","Erythrose.4.phosphate","Tryptophan","Xanthurenic.acid","Glucarate","Deoxyribose.phosphate","Pantothenate","Cystathionine","Deoxyuridine","Ribulose.5.phosphate","Ribose.5.phosphate","Pro.Asp..PD.","Val.Asp..VD.","Uridine","Leu.Asp..LD.","Glucosamine.1.6.phosphate","Glucose.1.6.phosphate","Fructose.6.phosphate","Inosine","X6.Phospho.D.gluconate","Chlorpropamide","Pantetheine","Xanthosine","D.Sedoheptulose.1.7.phosphate","S.Methyl.5..thioadenosine","X4.Phosphopantothenate","N.Acetyl.glucosamine.1.6.phosphate","dCMP","Glutathione","dTMP","CMP","UMP","Cyclic.AMP","dAMP","Fructose.1.6.bisphosphate","Trehalose.Sucrose","AMP","IMP","GMP","Xanthosine.5.phosphate","Sedoheptoluse.bisphosphate","Riboflavin","S.Adenosyl.L.homocysteine","Octoluse.bisphosphate","CDP","UDP","Trehalose.6.Phosphate","ADP","GDP","CDP.ethanolamine","FMN","X5.Methyl.THF","UTP","CDP.choline","UDP.D.glucose","UDP.D.glucuronate","ADP.D.glucose","UDP.N.acetyl.glucosamine","Glutathione.disulfide","FAD"
"160711-11","plasmaD35",8691014,30816538,6578067968,5618612,18420442,8198486,54817068,39572340,3229,35308292,1601817,1812449,41267580,48924496,143302656,974636864,196206480,358.5,20899260,1177293056,1407072,2763235,113549448,33365190,4406814,15234693,73822360,14900359,42739436,630840,874581,320096,3046931,4767,596566080,868289664,8643399,686412,78400112,23339934,1205541,211256016,1694410,3349092,8069656,17180788,1103409,9945702,173497408,311936,734772,13270,343968864,174392,6646,49301292,87978376,327779,2105774,21226100,72164128,132851,5631,482103,5924546,869822,9940805,1024015936,13863668,3531,4329,8327,939948,3195064,14127717,5153902,9805371,6216,222360048,950368,5543,20314,76011696,671571,2620750,464919,178408,3930,6598,31176438,20780,358.5,168613,39980,8339,4660,457321024,358.5,3121794,358.5,358.5,358.5,414519,358.5,475085,358.5,358.5,7425,60796,358.5,358.5,1705187,5322,358.5,358.5,358.5,358.5,358.5,2261,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5
"160711-12","plasmaD35",12747907,35046832,8593088512,15683455,9523470,1358615,59991468,39889696,2569,44331516,868653,44231844,27823140,46864148,134840592,1328039040,221380208,7493,21969670,1412256896,464871616,2591274,9924739,34787612,2340851,13702969,81277408,16421506,44918936,280588,337299,351583,2752022,3861,798257792,870298752,9954965,259516,88987600,23422376,1219882,51526236,2486048,3023144,8061270,9650731,1290228,8768898,164342992,8161370,145250,76077,413207072,242719,10412,164503664,205228576,633341,5812274,33284620,71449888,79760,13074,775008,7454927,1460075,6790816,1093172736,12729037,8060,358.5,2768,879101,3673235,15936548,7706162,13391322,22226,242786048,725826,3840,34614,119626320,299776,2232012,3441764,142321,3290,8722,31905904,7985,2564,2181026,194395,15464,196389,446199104,358.5,3613655,152828,358.5,358.5,2302540,3528,351593,5568,6776,28301,57243,358.5,358.5,6388730,358.5,358.5,358.5,358.5,358.5,358.5,3356,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,4096,358.5,358.5,358.5,358.5,358.5,358.5,358.5
"160711-13","plasmaD35",65063408,38036180,10011902976,10057061,10144942,7073414,45277068,33207682,2805,35176800,2578449,2746783,30228130,38403040,129539472,2275722240,179012592,24388,32958144,1816129408,5719646,1755858,113521800,33980588,1268781,13869261,64432484,14687002,28901116,216543,417703,161836,3091628,5978,637308736,816618432,7817500,2542258,79904248,18141950,615104,2792936,2959011,3508148,5270970,14180294,696067,13441215,135146864,7120064,667259,33373,2845945,147227,5758,99451936,113523616,527219,4449775,27925478,48792692,179986,5896,712106,6312084,876852,12045674,849088640,15143349,5604,358.5,5850,801666,3203698,17296358,9124919,7221597,6331,210300880,499758,4636,330578,90937136,56118,1170981,10477934,44786,8133,4986,19281048,4282,358.5,1704231,259095,33849,6930,447784320,2913,990552,180219,4433,358.5,1984398,2966,632519,358.5,16393,32626,88672,358.5,358.5,3766204,5196,358.5,358.5,358.5,358.5,358.5,84302,358.5,358.5,358.5,358.5,358.5,358.5,3295,358.5,358.5,358.5,358.5,6119,358.5,358.5,9252,358.5,358.5
"160711-14","plasmaD35",23373694,31965862,6372692480,5690186,16944728,6096658,41869280,38645304,7885,31101368,6914617,36195092,32333654,42113468,132242824,1074180864,174189776,16708,33997832,1530414464,1520094,2493228,110650840,33085082,2674860,15593307,66489988,15517961,26531068,343997,463668,306458,3051005,3450,564406272,784807296,8708209,929123,72749296,20318348,2057559,2086484,1660647,2653434,6276835,27038160,594335,11596159,141304544,6076494,260713,31069,116923456,468872,9769,64078996,109689976,445305,3814574,25458742,70320160,216720,4389,1766707,6046352,1159596,18892358,976553600,11844872,4053,358.5,14741,1003779,1841381,18711868,8500712,9243288,20397,237271616,299479,4411,8170,85428992,350557,1835444,1616832,126840,9278,8836,21948834,9605,358.5,381158,73713,17869,5474,437590176,2787,686468,358.5,4875,358.5,1435747,358.5,826410,358.5,3018,4154,111347,358.5,358.5,1331671,4667,358.5,358.5,358.5,358.5,358.5,41690,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5
"160711-16","plasmaD35",75737760,24899938,9176437760,16039393,7193706,8659664,32643666,39540644,2271,24432512,71257568,87472240,47511792,43096280,90020472,1896160512,113557096,4895,34547800,1639342336,1966032,1349142,114766016,32173776,1406775,12655784,46974952,9863309,31856842,77849,268026144,205956,2485526,3561,1037853248,788641344,5640838,231229,37978192,20125036,1232054,9541969,2568381,2845790,5515465,15396453,512525,11517162,113830512,7329612,85041,68032,342417920,1143036,26838,117258680,249109808,1137122,3224150,34614000,43771724,164349,12427,1108515,3080702,721113,9663373,939552704,14814504,9013,10327,4035,687480,2670526,18205384,9460363,11644530,7289,184450784,473661,5458,39260,112983920,67353,1177065,14798302,206459,5073,3366,24717528,6780,358.5,3612460,202078,12629,5379,434429632,358.5,1514184,454800,5428,358.5,2280642,2958,741222,358.5,117318,38656,167993,358.5,358.5,2897014,358.5,358.5,358.5,358.5,358.5,358.5,30323,358.5,358.5,358.5,358.5,358.5,358.5,18686,358.5,358.5,358.5,358.5,33489,358.5,358.5,88220,358.5,358.5
"160711-21","plasmaD35",13696213,39723280,9429581824,4146718,17649324,4548440,46071308,25098952,9076,54302532,45439192,37971904,34984748,10609057,197805024,1325848192,210259584,358.5,41220044,935711680,947738,1744120,109520544,31503072,1734360,13766218,82507544,11388657,31188910,430047,147150144,187867,3395118,53097,492701248,744395904,8699360,545185,85252264,16705237,1764275,1954189,1618754,848270,8133570,30322654,645689,7317606,168742128,8470568,412986,58752,227421488,2417458,47140,124478320,195900048,870178,3500918,19398506,81738016,39191,814088,662244,7591868,364088,8304280,747348224,13362695,4487,8339,3410,758304,1989517,14706968,80393768,8024362,16517,181821408,253482,49150,158957,80973112,381433,2169806,2979140,7302,5551,2784,23971756,50077,358.5,1049562,281265,4856,11030,432520704,358.5,3069101,6674,6528,358.5,1036412,3077,925269,4295,31062,9859,190733,358.5,358.5,1393723,3932,3943,358.5,358.5,358.5,358.5,14384,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5
"160711-22","plasmaD35",90691520,30548542,10773572608,4846658,15858977,7233804,47854056,19618958,6781,40265632,160004864,108112184,66658404,34386320,199325696,2605801216,171372752,3920,42588648,1663565824,4133300,1923749,112549056,31210346,1008088,11983463,99311896,12608682,37040464,322002,635170880,116192,3661028,32855,1302087296,889931776,7622315,11939,64257596,22416482,580174,2598368,1640831,831997,9175651,9969508,1395834,13916669,191567792,23523000,288285,60585,534056448,6553999,46409,159899184,186943648,1235714,3961833,39292176,63319068,13642,921782,360856,6150856,322916,12160820,1056384256,19450972,4306,8741,3739,741514,3761396,24035140,51640144,13435826,8725,211383648,719275,11393,20044,126047944,65110,985273,2700617,33491,22611,6409,21962842,95356,358.5,1515963,306344,9246,6079,429036992,358.5,3431318,180975,4425,358.5,1757380,358.5,928403,5278,42532,5544,93317,358.5,358.5,33889912,138419,358.5,358.5,358.5,358.5,4135,3762,358.5,358.5,358.5,358.5,358.5,358.5,358.5,7513,358.5,358.5,358.5,358.5,358.5,358.5,4645,23023,358.5
"160711-27","plasmaD35",16140733,57394052,7908308992,3361650,15380071,6795486,78682304,57320492,17069,95340808,97247208,48305184,74747704,13868081,276820992,1337501184,278253312,47345,57188012,1777030912,1980600,1158068,110520528,32221714,1671520,13268373,109241592,17348356,41427556,629616,377689440,103089,3285851,125473,738967616,807421760,13978709,1417713,164800320,21157396,1515699,219889504,3163850,577029,11860279,27370176,607889,22793056,275046016,16963762,451569,2104098,440872416,12387956,221857,108585736,159548896,287056,6784432,38380084,89087488,42000,2099429,954418,3577534,476354,9509098,944765824,10629096,4299,1796128,6576,772913,3517972,20369766,281888544,9901843,72511,219791840,584421,30399,44178,112697928,349399,1596497,28927840,23124,15428,6067,18460362,48491,2637,3201101,1328897,84157,5902,410954880,358.5,6754461,610335,4392,358.5,1721974,11593,822435,69782,979793,140978,67307,5014,58168,3096541,4466,12754,907782,358.5,358.5,358.5,21416,358.5,358.5,6799,358.5,11829,358.5,77469,358.5,358.5,2958,358.5,73968,358.5,358.5,349760,276870,358.5
"160711-28","plasmaD35",67818352,39529492,5101601280,7816424,13708696,6771322,66448308,39865820,19094,41424572,55949680,33209168,52095476,63388180,232476656,1117650304,240562608,59523,54686332,1779070464,2553276,2673694,108572344,32308028,2246767,15646996,124405024,19869190,45639688,896477,190501424,379053,3024633,88413,706269888,887892864,12499144,369902,108704120,22472178,1776284,125690376,2323326,2333678,8853352,23406352,879579,13274820,227224368,6638824,552506,809620,344668160,14410167,46545,80210488,239869504,838469,7119675,28097216,93969760,44779,910578,1044047,7281108,933776,9350753,1016303616,11575223,3381,336925,3453,1203266,1713878,18777300,460324128,13073810,22509,234389056,299779,5294,9416,104270744,353804,3198146,5995044,40426,6012,7021,30843294,24158,358.5,1023815,890541,12148,228795,418926368,358.5,2712673,91648,4389,358.5,1670118,3526,820150,4111,17474,9306,96190,358.5,8076,1360407,541046,358.5,6079,358.5,358.5,358.5,14859,358.5,358.5,358.5,358.5,4764,358.5,358.5,358.5,358.5,358.5,358.5,21444,3137,358.5,358.5,37428,4092
"160711-38","plasmaD35",146739856,36044928,8423488000,4162734,13657525,7164886,57782404,42052284,47299,38739640,126342704,53185928,31242146,41958876,200708240,1335951232,205618544,2173,50239260,1110983808,3519778,1062571,108991304,32188502,1681120,11730462,108419648,15890872,37243296,416160,507623488,399321,2641716,66286,1070902080,850302080,12363600,341381,108273712,22666446,1633974,350221280,2226518,2082590,10953848,18718220,701212,6905315,202250592,6742582,1360601,3835534,326466336,11941463,40380,265506016,212655232,827030,6923080,31008284,75870672,17855,1004167,924952,2896317,897023,3554063,708505216,13231064,3670,2452995,4572,940000,1619390,19136014,2086158080,13179489,45418,211245024,228933,124744,197780,101803336,384816,1581614,23317026,28169,9665,7333,24153354,29304,358.5,4423160,898484,21546,6124,399438976,358.5,11243392,1080833,5648,6625,2170261,358.5,879203,358.5,18372,5501,168201,358.5,325350,1084269,287641,358.5,358.5,358.5,358.5,358.5,29634,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,170868,3738
"160711-41","plasmaD35",98801936,27997108,6025341952,5210606,8877957,6274339,51112348,42602724,15890,36571960,122773840,50697664,64911276,65461544,172343616,1263899008,168864128,9692,67468320,1427801856,4419222,3215104,117841840,31367330,1823586,14731767,89928216,12147992,42642572,255412,486706944,425425,3757382,56242,986964928,869813568,8687373,110976,62634940,22686752,1058467,138024112,1894075,2316978,7986434,7926241,1094839,10828231,187043584,7545462,843296,1916347,624689664,5264962,20063,126917800,236555648,399997,4226937,33794072,65857248,14146,867301,1415963,8148158,411451,7102568,1017075136,14548649,4109,386566,3533,794237,4293656,18975140,1038362816,12882879,18847,232030880,972521,292316,36936,90269416,107732,1784896,5721423,10638,5472,3241,26310906,7059,358.5,1780144,159766,16429,4893,412673600,358.5,2180319,343344,358.5,58731,1851032,4362,431240,4427,45203,3638,138635,358.5,60750,5750344,188073,358.5,5093,358.5,358.5,4513,1741,358.5,358.5,358.5,358.5,358.5,358.5,2951,358.5,358.5,358.5,358.5,358.5,358.5,358.5,6832,139839,358.5
"160711-42","plasmaD35",108265832,41649388,7194685952,5147194,15290314,10465776,75971816,39287932,11565,68869408,118430240,49890720,30433416,24835104,282741472,1412120320,248178432,4124,20298212,842593792,1964959,1398877,114075832,32801372,1029891,9894831,132371688,14468649,42065412,383216,481987648,223586,2940563,84359,1037595712,844439552,14065605,211914,127344472,19603296,2132662,273447456,4148034,562238,12370087,14581379,539364,6820885,225550624,7967611,930037,545821,352301152,6338470,14827,123357984,215555776,366308,5359838,27172636,79922672,7130,604186,658606,3904742,810887,5792523,717096640,12903700,3671,341565,3787,932589,1971240,15465679,1483720576,10945879,3794,220751696,443945,63981,363733,89025832,396863,1257651,3491838,4649,11648,3580,18722998,56410,3792,875943,456354,4719,213700,405819808,3510,7835661,60101,8010,358.5,1462528,358.5,649028,358.5,21245,5935,197882,358.5,14538,2387482,412320,358.5,4824,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,6411,88485,358.5
"160711-47","plasmaD35",135408256,27657308,6176899584,5533227,13462892,7073422,60422668,46298408,28221,43592964,114028448,43258712,44859832,52794448,173801040,1127451136,207622656,21489,28823242,765634816,7646314,2313562,105512664,32599518,748118,11890569,80127552,12711104,38086568,581250,448145536,292137,4014439,77853,1007251136,757336448,9417288,79790,65074984,23535254,858820,272751616,1713804,2561364,7828118,12609358,1096796,7267102,163064704,6496721,895647,751109,592103808,4193360,177063,101348032,176479216,328065,3860266,27444890,58422904,34960,803359,1405076,4176521,989561,5109038,1002608192,15574372,4201,573123,2943,754239,4334848,16946736,1124958336,10326606,22455,214742144,939413,739838,11783,92232552,103183,1876049,3326671,8360,1846,10118,17423484,19811,358.5,1086292,459634,14081,6153,390344768,358.5,3607196,127041,5840,17452,1380136,358.5,383477,4864,151957,3844,86478,358.5,729079,11303523,1326934,4436,52624,358.5,358.5,358.5,2605,6647,6584,6078,358.5,149549,358.5,358.5,5913,358.5,358.5,358.5,358.5,4177,358.5,358.5,62940,358.5
"160711-56","plasmaD35",133297456,40536792,5888376832,7730654,13194568,9438898,41531696,37994868,43962,37468576,86091648,28681052,55722596,62899072,169198912,1224941312,228104176,67387,56863560,2369252352,2328066,2587761,117599568,30335714,3371472,22870302,93666496,17872192,51261628,128703,326034208,535622,3226294,76610,628376448,1037194048,9311914,710941,111774440,19096760,1210941,5617616,1297600,1767410,7755462,10564115,861055,10018683,205420528,7597528,7448770,3750858,540912640,11958942,106657,98364888,322513344,555942,3771100,29666880,74730816,44177,1533299,1594502,9598136,729914,11072524,868953344,11309423,3362,2654462,7233,1585399,3243028,14998830,3451264256,20282332,49633,204968304,558836,1388253,25511,149691360,136368,4615970,4583735,15292,25990,6679,47759540,15439,358.5,2073969,383520,7669,9128,375785440,358.5,336385,339108,358.5,358.5,1277320,6527,739423,22728,272018,6654,219108,358.5,1739348,2462512,5933,6035,345889,358.5,80422,4582,22527,358.5,358.5,358.5,358.5,39256,358.5,15123,9734,358.5,358.5,358.5,40761,7014,358.5,117281,524856,11391
"160711-59","plasmaD35",34523216,39418644,4495461376,7362594,13112799,14607903,38286928,43698156,23989,29216110,87999304,34059336,61438172,65361988,218012128,1195577600,172050144,21392,40756092,1795209216,1961416,1202431,110161536,31773576,2218605,13334698,121206496,13881185,49887144,92779,352877824,267319,3347770,4989,779198528,890573888,8852926,321488,89233904,20470058,6147896,11542828,2118907,1884758,7960050,11148065,850278,11892196,222761456,6401758,1688403,1878647,339964640,516046,5499,63655936,170714000,953404,3436774,31129082,79487104,13313,667716,1955135,10372617,355956,8104214,940587904,16323568,4716,1663240,2744,1181726,2401922,19859540,1779884928,15895519,23576,248027360,403022,2673172,264312,70766976,285838,2893964,1670616,11619,20164,3284,31739988,60129,358.5,1021428,62097,18749,5507,389028608,3198,323113,9431,5269,5864,1432660,358.5,318460,4614,137360,3702,151219,4884,236591,954757,3987349,16444589,157757,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,4483,358.5,358.5,358.5,5968,358.5,358.5,358.5,358.5,358.5,11531,297739,358.5
"160711-64","plasmaD35",91542200,28524776,6071800832,5801456,13374620,7465366,38038048,34949012,3810,32862616,51922404,30214272,28532990,56951940,189901152,931768704,150281600,34034,29604988,1178103552,4017734,2627644,110149112,30987260,1759378,13638807,119270824,9880437,40243768,592444,182940448,246449,2753064,4908,608477504,738739776,9881948,488143,90175936,15771273,6869361,11242005,2405248,1170198,8950315,10654156,685211,8411551,218540880,6577421,1187346,427266,440411136,2719397,14191,78446080,139958944,600738,4314360,25353180,55214908,19808,694731,1004768,3136191,429477,9306208,725413248,12874702,3869,315514,2647,1057111,974264,21089686,1283852160,10564484,22089,212473200,7858,330043,234284,70337624,150888,2667886,1314825,3577,5468,5081,24865842,25168,358.5,625289,33992,4771,5783,382815584,358.5,627419,32163,4994,358.5,1129424,358.5,606730,358.5,358.5,3665,221773,358.5,25629,875353,48742,4093,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,16649,358.5,358.5,358.5,358.5,358.5,358.5,358.5,28316,358.5
"160711-66","plasmaD35",96945600,37600988,6708354560,5317174,13562565,8210872,43765864,31924428,4539,40982896,56282076,25453828,32165776,57629544,169579360,1181651584,222882928,61902,54013900,1790330368,3979126,2674963,105720112,29932758,4116452,20672674,111722440,15368744,47230932,358871,199195680,672768,2957068,5024,613787584,894973568,11169030,168520,124103200,20087964,1945534,76153136,1197022,2373548,8702517,13021370,997098,5062566,222242000,8977778,4104414,798480,682563200,6462838,5432,161641280,260990800,470067,4607926,24876558,70934304,19979,1507510,1250891,6795149,729577,9309696,900029824,12199733,4653,743280,7361,1275318,3025644,14483364,2405039616,16335771,10446,204962144,229543,609938,259987,95774064,483016,4202508,2288565,16799,10570,4528,57071532,20167,358.5,1381430,130251,14039,129889,383385824,3420,1904681,66262,4578,358.5,1659739,358.5,230058,358.5,4370,8977,170134,5378,10763,2494663,204112,358.5,358.5,358.5,358.5,11995,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,54485,358.5,358.5,358.5,358.5,358.5,358.5,358.5,223664,358.5
"160711-69","plasmaD35",111213520,31981426,6595724800,5597287,17332342,11367716,41944264,30276496,7796,30670584,41013204,22947392,30664916,16728358,146607216,900068160,181854752,358.5,49236424,1014318016,1740515,1852289,107237704,30854322,2692792,11769520,63662048,8918853,27210180,245055,136131856,137668,3316688,12607,417398784,692830528,7640284,541544,91686360,18034362,1234434,55438156,1299877,2017707,6150724,12614217,490640,4576214,93288184,5285082,1349014,588492,1697618,3544186,4189,96533720,115254064,177856,3421746,53729512,59502360,20134,1834782,685010,3578124,317645,5388824,788802304,12185798,4426,414179,4925,688247,1607890,14562305,862115072,5665615,10045,177117680,229068,64511,5729,74987552,416320,1704916,9508125,2687,8701,2867,22038534,31237,2805,834865,130511,15906,366578,386209408,2609,2226984,133635,358.5,358.5,1252756,358.5,768535,358.5,19917,68164,32464,358.5,5468,15274081,201200,358.5,358.5,358.5,358.5,4276,3758,358.5,358.5,358.5,358.5,4989,358.5,2836,3033,358.5,358.5,358.5,358.5,358.5,358.5,358.5,80995,358.5
"160711-70","plasmaD35",167671360,36788580,6840328704,5320552,14845703,7402878,52944692,37767128,10518,35849364,72662800,30365534,37598792,42085004,173557488,1086786688,240517632,14020,38457172,2250729728,3206169,1591627,107436456,29863638,2835055,14938239,97744888,18821656,44617184,286928,270169760,359772,3537406,10230,664081728,900670528,9614438,335745,104371608,25429460,1290886,188160944,2868506,1605584,6674536,14532645,1245382,9073053,224545024,8835709,3346813,2369197,717566336,18527710,105263,153129648,562305408,596079,5234818,26294088,68692584,18347,1271974,1145338,9184723,645989,8336002,1105344128,11089289,4531,1750754,4564,1056917,3422914,15484046,3163184896,14900788,13701,233924672,787675,395620,23586,141613888,283241,4365616,11884390,17712,18298,2820,30868252,23596,358.5,3862002,771286,9161,13816,375070496,358.5,2827308,408424,5683,358.5,1726145,3153,1304913,4730,87773,3610,121443,358.5,50332,2880568,4732,113205,166351,358.5,358.5,358.5,3256,358.5,358.5,358.5,358.5,358.5,358.5,3501,8323,358.5,358.5,358.5,358.5,358.5,358.5,26779,199706,3137
"160711-75","plasmaD35",179639648,49060408,5352268288,11557688,14079218,10239470,90551120,40810144,5046,45555532,59362128,27292016,48787252,57163280,180912992,1107207552,290283584,69617,77050624,1574947072,6028695,3232261,100581808,31932286,3033968,16499999,93038648,24285108,46177132,759850,211116736,597207,2922524,7922,658883776,1071055552,12796390,559032,114664232,24790350,1707462,2996232,2682022,1623173,9333067,17246996,901156,12545201,235841584,8169620,4792310,1535523,361492224,4107841,15380,67852496,315216512,1102655,5767866,30682186,100307800,13969,1218808,1456855,7274702,191215,10144704,1203125632,9266429,4965,1228916,11511,1063531,1634669,19225770,1786844800,14913173,31509,242529040,177536,758376,454588,149680992,534586,2915161,4956318,9894,21247,2671,41005216,67594,2967,1143190,75787,25153,17270,382527072,358.5,238365,94769,5648,6044,1985287,2759,531157,4920,13029,3268,441829,358.5,11500,2817368,183143,358.5,358.5,358.5,358.5,358.5,2399,358.5,358.5,358.5,358.5,358.5,358.5,358.5,45717,358.5,358.5,358.5,358.5,358.5,358.5,358.5,251809,358.5
"160711-85","plasmaD35",159958496,36767524,6444453376,5884152,13185519,6771349,53390368,34481668,17771,38340076,64856568,27482618,33578192,61765056,157294640,982656320,221087264,15703,55021140,1623472384,823316,2861641,105654952,30696758,2441194,14593951,96512248,18334616,39386332,364621,240851280,300891,3180063,30479,575747328,922760448,8467698,244640,85199976,20993030,1238123,145538624,2080205,723571,7000988,10094891,962562,7193466,175021184,6046028,4644372,1169227,716670400,11387649,25196,109935168,214941632,547048,3861194,44206304,75227872,23995,866284,1371672,9319893,1052865,7424806,904202816,9841850,3221,1159997,2576,1086716,1778826,16252063,1661311616,14202003,13811,219382896,284186,3340799,310292,120344104,65447,2870698,5877048,1923,15270,5422,30402338,19203,358.5,1102079,410644,14182,5905,252960912,358.5,2006592,278479,4025,11449,1245264,358.5,297750,358.5,80972,3315,103016,358.5,253138,2159137,504603,358.5,72320,358.5,358.5,358.5,4849,358.5,358.5,358.5,358.5,6464,358.5,2589,9368,358.5,358.5,358.5,358.5,358.5,358.5,16954,223070,358.5
"160711-87","plasmaD35",137761856,41782528,9331492864,6028316,8308652,7506856,68229680,31109202,32984,66674416,249073760,73936592,23268486,20592316,195335696,1631676416,236282016,30756,28202022,1655196800,468662,1423002,108305104,30060666,751054,10082013,95469888,16183189,34653364,767914,1028327040,187189,3955905,8579,1336737664,843790656,10538647,94758,76082952,19432760,1678429,4010926,3572532,353416,6961224,8813035,762568,11929038,145816608,7696556,4274448,3082879,480169184,14207157,25515,191026720,153031648,1383068,3988623,32249066,83350464,17887,1073936,621562,2631530,285763,11029695,886835200,22963324,7192,1680896,3003,492824,4076618,25920486,1843607424,11227810,14530,225034464,969032,638737,7159,100897136,630184,946416,3629085,8641,7301,2595,9898257,79017,1945,2356742,392867,4456,204665,248208976,358.5,3111462,242919,5009,358.5,1887313,2778,701270,358.5,95127,2881,109546,358.5,133869,2770774,3804,358.5,131684,358.5,358.5,358.5,3275,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,21575,295340,358.5
